player_id,goals,red_cards,player_club_id,competition_id,matches
60525,3,0,"1095,3911",FR1,48
60530,0,0,417,FR1,8
60534,1,0,"1390,6418","IT1,CIT,GR1",36
60539,1,2,"1158,11282,1467","FR1,TR1",236
60540,72,1,"162,417,244,969","FR1,CL,CLQ,ELQ,EL,FRCH",357
60542,12,2,"1041,12,368,16795,3524","FRCH,FR1,EL,CLQ,ELQ,CL,IT1,CIT,ES1,CDR",382
60543,0,0,"1041,738,826","FR1,EL,CL",32
60551,3,1,"1159,1095,2672","FR1,GR1,GRP",88
60558,5,2,"417,931,1096,667","FR1,EL,CLQ,GB1,FAC,BE1",151
60561,0,2,"1041,995","EL,FR1,CLQ,ELQ,FRCH,CL",503
60567,1,0,"3522,252","CIT,IT1",8
60570,19,0,"1159,618,2696,964,265","FR1,EL,ELQ,RU1,RUP,GR1,GRP",155
60573,12,1,"273,2698,46,289,618,683","FR1,RU1,ELQ,EL,IT1,GB1,FAC,RUP,GR1,CLQ,CL,GRP",345
60577,14,1,"244,1041,416,1010,605,2832","ELQ,FR1,EL,CL,FRCH,CIT,IT1,GB1,GR1,TR1",352
60578,23,1,"1421,595,1420,1162",FR1,153
60583,3,0,"1041,417,855,180,1082","FR1,ELQ,EL,GB1,FAC,CL",155
60588,6,0,"750,1091,1420,22,855","FR1,GR1,GRP,FAC",72
60591,10,2,"14171,3008","FR1,GB1,FAC,ELQ",76
60594,2,1,"1467,39722",TR1,89
60599,0,1,276,"CIT,IT1",47
60602,0,0,"1095,3057","FR1,BE1,EL,ELQ",80
60603,2,0,"273,603,618,419","FR1,GB1,FAC,ELQ,EL",194
60604,0,0,"14171,6676","FR1,ELQ,GR1,GRP,EL",58
60607,1,0,"826,475,1160","FR1,BE1",52
60614,0,0,19771,TR1,4
60632,24,0,86,"DFB,L1",296
60653,0,0,"11126,14589","RU1,RUP",18
60709,5,1,"141,197,19789","TR1,CL,ELQ",203
60731,8,0,"448,6676","ELQ,GRP,GR1",40
60732,0,0,1147,FR1,20
60744,13,0,"234,762,1010,1268","CLQ,NL1,ELQ,NLP,GB1,FAC",231
60761,2,0,24,"L1,DFB,EL",40
60767,0,0,987,"SC1,SFA",31
60779,1,0,621,"ELQ,EL,ES1",6
60781,2,2,"2553,465","SC1,SFA,ELQ",187
60784,1,0,"22220,2293","CLQ,ELQ,TR1",34
60790,10,1,"10690,2439,79,458,121","UKR1,UKRP,RU1,RUP,L1,DFB,IT1",197
60792,8,0,903,"SC1,SFA,ELQ,ECLQ",283
60793,17,3,"370,124","SC1,SFA,ELQ,EL,CLQ,CL",313
60795,2,2,"19771,20",TR1,64
60797,4,0,987,"SC1,CLQ,ELQ,SFA",38
60799,63,1,"2990,336,419,1268,1075,11282","PO1,EL,POCP,CLQ,ELQ,NL1,POSU,TR1",250
60838,15,0,498,BE1,85
60861,0,1,21957,"GR1,GRP",69
60865,13,2,"2578,43,903","SFA,SC1,ELQ",111
60885,4,1,969,"FRCH,FR1,CL",30
60889,9,3,"368,603,46,114,1025","ES1,CDR,GB1,FAC,IT1,EL,CIT,TR1,CL,ELQ",354
60890,44,2,"16795,940,1049,1533,366","ES1,CDR,EL",282
60904,9,0,"1020,371,511,903,2451","FAC,SC1,EL,SFA,ECLQ",107
60905,7,0,"2760,2553","SC1,SFA",97
60912,7,0,511,"SC1,SFA",36
60916,10,0,"1519,2759","SC1,SFA",134
60923,0,1,"2760,2759,8933","SC1,SFA",133
60933,1,0,2999,SC1,17
60941,0,0,6994,"UKR1,UKRP",5
60949,0,0,"1519,1191","SC1,SFA",20
60951,2,0,"566,1455,403,370","BE1,NL1,NLP,ELQ,SC1,SFA,ECLQ",175
60957,20,1,"4,39,89,80,33,105,23","DFB,L1",124
60960,10,0,"43,2553,1241","SC1,ELQ,SFA",153
60964,1,0,3032,SFA,1
60971,11,1,"566,403,1090","BE1,NL1,NLP,ELQ,EL",211
60979,28,0,"10690,2700","UKR1,UKRP,ELQ,RUP,RU1",80
60982,1,0,8024,"ELQ,PO1,POCP",4
60990,3,1,"1158,603,2969","FR1,GB1,FAC",160
61012,0,0,"1150,1042,2262",FAC,4
61030,4,0,"370,465,1241","SC1,SFA",56
61087,58,2,"15,23","DFB,L1,EL,CLQ,CL",303
61194,0,0,982,PO1,9
61253,92,1,"418,6195,430,16795","ES1,SUC,CL,CDR,IT1,CIT,EL,CLQ,SCI",471
61258,0,0,2079,"GR1,GRP",19
61267,4,0,"172,28643",BE1,53
61297,0,0,4391,CLQ,1
61335,5,1,"5724,1063","DK1,DKP,ELQ",136
61336,5,0,"3508,1184,369","BE1,EL,ELQ,BESC,DK1,DKP",163
61344,6,0,"621,2448","ES1,CL,CDR,EL,ELQ",63
61358,0,0,4102,IT1,4
61375,0,0,60,L1,3
61380,15,0,"419,3205","CLQ,TR1",50
61389,0,0,3729,RU1,13
61397,0,0,"232,2700,1083,2696","RUP,RU1,CL,ELQ",279
61401,1,0,"150,128","ES1,GR1,GRP",19
61417,2,2,987,"CLQ,SC1,ELQ,SFA",73
61423,9,0,"5724,3426,369","DK1,DKP",60
61446,2,0,"1426,403","NL1,NLP",62
61447,1,1,"1032,141,20","GB1,FAC,TR1,CL",36
61449,30,1,398,"ELQ,IT1,EL,CIT,SCI,CLQ,CL",333
61462,2,0,"3592,6992,6993","UKR1,UKRP,ELQ",40
61464,4,0,"3709,2477","ES1,CDR,UKR1,UKRP",45
61505,57,0,"255,1091","CLQ,CL,GRP,GR1,ELQ,EL",89
61511,7,0,8970,"CIT,IT1",34
61546,10,3,"430,252,940,1049,331","CIT,IT1,ELQ,EL,ES1,CDR",250
61549,0,0,1110,FAC,1
61559,0,0,"3537,1032","FAC,GB1",11
61560,17,1,"405,1003","GB1,FAC,GBCS,CL,EL",298
61561,1,0,"405,873","GB1,FAC",51
61568,2,0,"379,1071","GB1,FAC",30
61572,0,0,405,GB1,11
61573,0,1,1110,"GB1,FAC",62
61575,0,0,"405,6646","GB1,FAC,TR1",29
61583,0,0,989,"GB1,FAC",19
61586,6,0,"1071,2999","FAC,SC1,SFA",89
61588,0,0,"379,1268","GB1,FAC,NL1",9
61591,6,0,"65,41","L1,DFB",44
61592,15,1,"379,873","GB1,FAC,ELQ,CGB",246
61612,24,1,"467,499,133","NL1,NLP,NLSC,EL,ELQ",237
61632,1,0,903,"SC1,SFA",66
61637,21,1,"415,162,762,331,347,4083","FR1,GB1,FAC,ES1,CDR,IT1",141
61644,8,0,"289,762,703","GB1,FAC",151
61651,32,1,"31,610,1148,3299","ELQ,EL,GB1,FAC,CL,CLQ,GBCS,USC,KLUB,NL1,NLP,FIWC",511
61653,4,0,"405,2288,350","GB1,FAC",35
61666,9,1,"987,1435,511","CLQ,SC1,ELQ,SFA,NL1,NLP",84
61674,9,0,"124,677","SC1,SFA,ELQ,FAC",38
61682,1,0,"260,3558","ELQ,FR1",11
61694,0,0,603,GB1,38
61697,0,0,"124,350","SC1,SFA,ELQ,GB1,FAC",117
61711,5,0,"1071,984,1035","GB1,FAC",51
61715,0,1,"1071,968","FAC,BE1",42
61730,2,1,2503,"PO1,POCP",55
61743,5,0,"897,2420,20698,8024,2457","ES1,CDR,PO1,EL,POCP,TR1,ELQ",154
61751,0,0,"1429,4083","IT1,CIT",13
61757,5,0,"1386,862","CIT,IT1",84
61758,6,0,968,BE1,41
61760,0,0,"1085,2995","PO1,POCP",17
61763,3,0,190,"CLQ,DK1,EL,DKP,ELQ",44
61764,32,0,"2420,982,2457,4294","PO1,POCP,POSU,EL,ELQ",186
61770,0,0,"6574,8970","CIT,IT1",25
61779,0,0,16239,"UKR1,UKRP",7
61783,0,0,1038,"CIT,IT1",5
61786,2,0,"800,1429,749","IT1,CIT",42
61803,0,0,1429,CIT,1
61809,6,0,"1269,499,403,1435","NL1,NLP,ELQ",139
61812,20,0,"681,583,621","ES1,CDR,FR1,CL,SUC,EL",390
61813,1,2,"1519,2963,987","SC1,SFA,FAC",102
61814,0,0,"1237,984","GB1,FAC",10
61819,9,0,989,"GB1,FAC",132
61823,0,0,2814,FAC,1
61832,7,2,"148,3008,984","GB1,EL,FAC,ELQ",189
61834,4,0,"148,3008","EL,GB1,FAC",81
61838,20,0,"148,1237,465,987","FAC,SC1,SFA",90
61841,5,1,"1028,989","FAC,GB1,CGB",269
61842,33,0,"148,1039,762,873,29,1031,589","GB1,EL,FAC,ELQ,TR1",352
61846,4,1,"467,1090","NL1,NLP,ELQ,EL",139
61854,0,0,1283,"NL1,NLP",14
61856,3,0,2375,TR1,27
61857,8,0,"192,5572,6676,128","NL1,NLP,GR1,GRP,EL",43
61863,0,0,"1627,4102","IT1,CIT",5
61865,2,0,1096,BE1,14
61867,7,1,"1304,1063,1283","NL1,NLP,DK1,DKP",89
61869,0,0,142,ES1,4
61881,0,0,1177,DK1,3
61883,0,1,28956,"GRP,GR1",60
61887,47,0,"985,79,265,868,6676","CL,L1,EL,DFB,GR1,GRP,TR1",194
61891,1,4,"1039,985,603,641,995","GB1,FAC,FR1,FRCH,EL",153
61892,5,2,"985,1041,6890","GB1,CL,FAC,GBCS,FR1,FRCH,EL,TR1",231
61901,10,0,"42,79","ELQ,DFB,L1,EL",53
61912,0,0,1063,DK1,9
61936,0,0,"3237,5817","CLQ,DK1,DKP",20
61952,1,1,338,"UKR1,CLQ,CL,EL,UKRP,UKRS",131
61953,0,0,1186,"RU1,RUP",7
61954,0,0,3729,"RU1,RUP",17
61959,0,0,3719,"RU1,RUP",5
61960,5,1,"121,713,3691,14589","RU1,ELQ,RUP,CLQ",39
61962,0,0,3690,"RU1,RUP",26
61989,0,0,"105,42,80","DFB,L1",71
61998,0,0,441,GR1,2
62008,20,0,"2817,371,931","ELQ,SC1,SFA,CLQ,EL,FAC,GB1",126
62013,3,0,273,FR1,49
62026,6,0,"1177,5818","DK1,DKP",43
62049,88,0,"42,512,7775,2293","L1,EL,DFB,GB1,FAC,TR1",284
62052,0,0,762,"EL,GB1",13
62054,1,0,687,"CLQ,ELQ,EL",10
62064,0,0,"202,133,1283","NL1,NLP,NLSC",104
62065,0,0,5818,"DK1,DKP",8
62077,0,0,465,"SC1,SFA",14
62080,2,0,"1519,1270,2759","SC1,SFA",61
62085,1,1,1426,"NL1,NLP",53
62086,0,0,"371,441","SC1,CLQ,CL,SFA,GR1",28
62087,0,0,465,SC1,2
62094,111,0,"762,124","ELQ,GB1,EL,FAC,SC1,SFA,CLQ,CL",457
62121,34,0,"16795,1010,985","ES1,CDR,GB1,FAC,EL,CL",130
62125,1,0,"234,687","CLQ,NL1,NLP,ELQ,EL",22
62134,0,0,2671,GR1,7
62144,2,0,366,"ES1,CDR",49
62157,9,0,2759,"SC1,SFA",40
62163,31,0,"1519,2578","SC1,SFA,ECLQ",140
62170,21,1,"370,2578,1519","SC1,SFA,ELQ",207
62180,1,0,"28643,4482","BE1,UKR1,UKRP",59
62231,0,0,903,"SC1,SFA",39
62233,3,0,"2995,1085","PO1,POCP",32
62240,2,1,"1071,3008","GB1,FAC,ELQ",83
62246,3,0,371,"CLQ,SC1,CL,SFA,EL,ELQ",203
62247,0,0,6418,"GR1,GRP",11
62319,3,0,987,"CLQ,SC1,ELQ,SFA",38
62337,0,0,"371,2553,7918,157","SFA,SC1,CLQ,ELQ,BE1,EL",28
62351,0,0,1420,FR1,136
62374,0,0,"6894,6",TR1,24
62379,10,0,"1025,3037,2696","IT1,CIT,RU1,RUP",48
62402,6,0,"5818,1177","DK1,DKP",41
62415,8,2,"12,1627,416,276,252,1390,683,1005","IT1,CIT,GRP,GR1,CL",186
62445,8,0,"3426,1063","DK1,DKP",76
62451,0,0,1053,"DK1,DKP",4
62457,42,0,"20100,173","DK1,DKP",147
62460,4,0,"1091,2079","ELQ,GR1,GRP,CLQ",70
62462,4,0,"2414,5817,362","DK1,ELQ,DKP",19
62471,17,2,"5817,443","DK1,DKP,ELQ",128
62481,5,0,"683,2784,128,6418,441,653","GR1,GRP,CLQ,CL",125
62501,1,0,"683,605,6676,21957,128,5219,2672","GR1,GRP,ELQ",101
62514,0,1,"2439,2700,28095,1124","RU1,RUP,ELQ,EL",356
62515,3,0,"6992,6414,63007","UKR1,UKRP,UKRS,ELQ,EL",124
62524,9,0,"2703,11127","RU1,RUP",85
62533,0,0,6992,UKR1,1
62547,3,0,6170,ECLQ,6
62552,3,0,"2381,2441,3999","TR1,GRP,GR1",20
62553,2,0,3194,SFA,3
62565,4,0,2760,"SC1,SFA",74
62610,33,0,"338,6996,2740,1180,16239,48332","UKR1,UKRP,ELQ",117
62611,0,0,3709,"ES1,CDR",28
62638,0,0,"405,698","GB1,FAC",71
62640,6,0,903,"SC1,SFA",38
62642,1,0,"405,1181","GB1,FAC",3
62643,3,0,"124,3884","SC1,SFA,FAC",25
62645,0,0,"511,2578","SC1,SFA",37
62678,0,0,5818,"DK1,DKP",146
62680,14,0,"5817,865","DK1,DKP,CL",50
62688,16,0,"164,873","FAC,GB1",177
62700,10,1,"968,354,1245",BE1,130
62705,2,1,"2861,29228",BE1,20
62713,9,0,"430,993,4102,410,276,749","EL,IT1,CIT,ES1,CDR",113
62716,1,0,"1429,332,749,4171","CIT,IT1",6
62735,8,0,"3522,6574,4171","CIT,IT1",35
62749,11,0,"2727,498","BE1,ELQ,EL",74
62751,10,0,"4361,800","CIT,IT1",41
62785,0,0,204,BE1,18
62800,3,0,"4,79","L1,DFB",58
62827,3,0,2293,TR1,23
62831,2,0,28643,BE1,23
62832,4,0,"21957,3999","GRP,GR1",15
62834,7,0,"232,2696,3729","RU1,RUP,ELQ",141
62855,0,2,2578,"ELQ,SC1,SFA",201
62909,2,2,"2451,903","SC1,SFA,ELQ",51
62913,0,0,"1533,2448,331","ES1,CDR",76
62915,3,0,18,"DFB,CLQ,L1,EL,ELQ,CL",106
62920,6,3,"1049,1050,114,150","ES1,CL,CDR,EL,CLQ,TR1",298
62941,2,0,"2282,367,150,825","BE1,CLQ,ELQ,EL,ES1,CDR,TR1",97
62945,2,0,"2448,1003,1084,119,2687","ES1,CDR,GBCS,GB1,CL,ECLQ",171
62966,1,0,"5358,265,2079","CDR,GR1,GRP",18
63022,2,0,167,"DFB,L1,EL",130
63040,6,1,331,"ES1,CDR",194
63047,19,0,"62,126","CLQ,CL,TR1",50
63056,31,0,331,"ES1,CDR",191
63130,0,0,"3691,3690","RU1,RUP",29
63149,0,0,"232,1083","RU1,CLQ,CL,RUP,ELQ",123
63158,0,0,3729,"RU1,RUP",37
63170,11,1,"232,11126,2696,2700","RU1,RUP,ELQ",131
63186,46,4,"1038,1050,416,1025","CIT,IT1,ELQ,CLQ,ES1,EL,CDR",367
63200,41,0,1132,"GB1,FAC,ELQ,CGB",187
63204,5,0,"141,2381,589","TR1,CL",147
63209,0,0,"142,3691,2672","ES1,CDR,RU1,RUP,GR1,GRP",49
63223,24,0,"370,465,2553,358,6699","SC1,SFA,FAC,CGB",151
63226,0,0,3558,FR1,3
63252,2,2,"964,121,244,449","RUSS,RU1,CL,RUP,EL,CLQ,FR1,ELQ,TR1",151
63265,1,0,"255,40","CLQ,FR1,ELQ,EL",53
63270,3,0,"1426,1268,1455","NL1,NLP",82
63285,0,1,873,"GB1,FAC",27
63289,6,0,524,TR1,19
63290,11,1,714,"ES1,CDR,ELQ,EL",263
63293,7,0,"897,2425,2944,868","CDR,ES1,PO1,POCP,ELQ,POSU,EL,TR1",225
63295,0,0,21957,"GRP,GR1",4
63308,0,0,2420,PO1,3
63334,3,0,"200,467,798","NL1,NLP",50
63342,34,3,"317,1123,1039,2288,234,11282","ELQ,NL1,EL,GB1,FAC,NLP,ECLQ,TR1",309
63356,4,1,"317,1304","ELQ,NLP,EL,NL1",182
63384,1,0,42,"ELQ,L1,EL",8
63422,5,0,"2553,2778,605","SC1,DK1,DKP,ECLQ,GR1",70
63459,11,0,"2414,678,19657,173","DK1,ELQ,DKP",178
63463,46,1,"14171,940,1049,13,206","FR1,ES1,CDR,EL,CL,SUC,DK1,DKP,ECLQ",451
63469,24,0,"1090,467,403,200","NL1,ELQ,NLP",44
63487,80,1,"4128,265,1184,1091,1268,6418,3385","RU1,RUP,GR1,GRP,CLQ,ELQ,EL,BE1,NL1,NLP",282
63489,11,1,"169,2441,80,653","GR1,GRP,ELQ,EL,CLQ,CL,DFB,L1",253
63490,1,0,"2441,5219","GR1,GRP",31
63491,2,0,"5219,3999,3062","GR1,GRP",51
63494,33,2,"415,148,1010,1050","FR1,GB1,ELQ,EL,FAC,CDR,ES1,USC,CL,ECLQ",379
63496,2,0,"3811,4128","ELQ,RU1,RUP",22
63531,5,0,"506,46,1390","SCI,IT1,CL,CIT,EL",218
63606,11,0,"2700,16704","ELQ,RU1,RUP,EL",165
63689,11,0,"16795,1533","ES1,CDR",118
63695,1,1,16795,"CDR,ES1",21
63706,0,0,993,"CDR,ES1",8
63723,8,0,"1531,16795,1533","ES1,CDR",134
63737,2,1,41,"L1,DFB",56
63821,2,0,603,"GB1,FAC",53
63824,14,0,"398,405","ELQ,IT1,EL,CIT,GB1",49
63833,4,0,"496,533,3057","ELQ,L1,DFB,BE1",28
63837,38,0,"2420,720","PO1,POCP,POSU,EL,CL,CLQ",283
63846,1,1,"1184,1095","BE1,ELQ,EL,BESC,FR1",113
63899,1,0,"197,1390","CLQ,ELQ,EL,CIT,IT1",10
63955,0,0,60,"L1,EL",9
63965,4,0,"697,276","ELQ,EL,IT1",16
64000,0,0,"368,683,2503","ELQ,SUC,ES1,EL,CDR,CL,GR1,GRP,CLQ,PO1",156
64016,2,3,"524,20,6894,820,126",TR1,73
64104,0,0,"3592,6994","UKR1,UKRP",45
64118,1,0,"301,449,3729","CLQ,CL,TR1,EL,RU1,RUP",67
64126,4,0,"58,197,6429","CLQ,BE1,ELQ,EL,BESC,CL,ECLQ",60
64134,4,0,940,"ES1,CDR",136
64147,1,0,14171,FR1,8
64208,3,0,"4128,132","RU1,RUP,NL1",53
64215,0,1,6996,UKR1,17
64229,0,0,415,FR1,5
64246,0,1,"157,354,1096","ELQ,BE1,EL",77
64248,1,0,65,L1,2
64308,77,2,"338,984,683,1084,605,1467","UKR1,CLQ,CL,UKRP,EL,ELQ,GB1,FAC,GR1,GRP,ES1,TR1",232
64313,1,1,"192,338","NL1,NLP,UKR1,UKRP,CLQ,ELQ,EL,UKRS",108
64339,105,0,"897,714,294,6890,1075,1465","ES1,CDR,PO1,CL,POCP,POSU,CLQ,EL,TR1",486
64341,7,0,"16247,23611,1506,18303","UKR1,UKRP,ELQ,TR1",97
64344,0,0,339,UKR1,2
64352,0,1,"234,403,610,499,235,1269,132","NL1,NLP",206
64355,8,0,"1269,133,642","NL1,NLP",111
64363,0,0,"472,3060","ES1,CDR,GR1",111
64371,5,0,"2425,8024","ELQ,POSU,PO1,EL,POCP",126
64385,0,0,2079,"GR1,GRP",7
64393,0,0,6676,"GR1,GRP",2
64399,0,0,"1049,3709,873,940,130","CL,ES1,CDR,EL,GB1,FAC,CIT",361
64411,4,1,"150,897,1244,11282","ES1,ELQ,EL,CDR,TR1",304
64419,4,0,"940,2156,3999","ES1,CDR,ELQ,EL,GRP,GR1",31
64439,0,1,798,"NL1,NLP",5
64481,19,0,"798,2292,1268,169","NLP,TR1,NL1,GRP,GR1",84
64484,20,0,"366,367","ES1,CDR",124
64490,0,1,1455,"NL1,NLP",26
64506,29,1,"1304,1269,1090,403,306,3205,385,133","NL1,NLP,NLSC,ELQ,EL,TR1",317
64507,20,1,"1090,1304,133,192,132","NL1,ELQ,NLP",202
64511,1,1,"2553,465,642","SC1,SFA,NL1,NLP",123
64535,26,1,"119,3057","ELQ,BE1,EL,CLQ",80
64545,3,0,"1084,367","ES1,CL,CDR",39
64590,7,2,"317,121,449,336","ELQ,NL1,EL,NLP,RU1,RUP,TR1,POCP,PO1",120
64598,7,1,"2448,641,12321,714","ES1,CDR,GB1,FAC,ELQ,EL",161
64635,0,2,1301,"ELQ,PO1,EL,POCP",34
64667,3,0,"2439,2700","RU1,RUP,EL",92
64672,0,1,3349,"PO1,POCP",54
64711,12,0,"6992,11127","UKR1,UKRP,UKRS,ELQ,EL,RU1,RUP",139
64791,4,0,"127,126","DFB,L1,TR1",53
64793,72,1,"6574,4361,252,6195,1390","CIT,IT1",276
64804,4,1,"2672,3062","GR1,GRP",30
64890,0,0,20698,TR1,22
64893,0,0,"14589,41201","RU1,RUP",11
64920,0,0,6890,TR1,17
64952,15,0,"20,825","ELQ,TR1",51
64992,2,0,"2420,3368,3336","PO1,POCP,ES1,CDR",72
64997,16,0,"114,19771,126,833",TR1,104
65044,0,0,2671,"GR1,GRP",24
65060,0,0,16795,ES1,12
65072,2,2,"232,1091","RU1,CLQ,CL,RUP,ELQ,GRP,GR1,EL",63
65177,0,0,1421,FR1,1
65230,11,1,"131,69261","ES1,SUC,CL,CDR,USC,KLUB,EL",535
65233,1,0,3302,"ES1,CDR",10
65235,2,0,520,BE1,15
65236,1,0,"11107,498,128,7185","ELQ,EL,BE1,GR1,GRP",48
65237,3,0,"237,940","ES1,CDR,EL",134
65239,1,1,367,"ES1,CDR",15
65243,2,0,714,"ES1,CDR",76
65255,8,1,"4,82,1123","DFB,L1,EL,DFL,CL,GB1,FAC",94
65256,15,2,"467,1455,798,1269","NL1,NLP",175
65262,6,1,"1532,3999","CDR,GR1,GRP",37
65263,0,0,"131,366","CDR,ES1",129
65264,4,1,465,"SC1,SFA",105
65266,0,0,237,ES1,1
65278,126,1,"131,631,12,398","ES1,SUC,CL,CDR,USC,GB1,FAC,GBCS,EL,IT1,CIT,SCI",589
65297,5,0,4482,"UKR1,UKRP",25
65301,1,0,"3709,150,2448","ES1,CDR,ELQ,EL",87
65318,5,4,"1050,1049,237","ES1,CDR,EL,CLQ,CL",305
65321,1,1,2441,"GR1,GRP",14
65331,14,1,"3368,1049,3709,366","ES1,ELQ,EL,CDR",174
65343,9,0,"6676,28956,2672,4603","ELQ,GR1,GRP",121
65464,1,0,2759,"SC1,SFA",33
65467,46,2,"3368,368,1003,1050,683","ES1,ELQ,EL,CDR,USC,CL,SUC,GB1,FAC,GR1,GRP",373
65477,52,2,1010,"GB1,FAC",176
65489,0,0,472,"ES1,CDR",37
65521,10,1,"354,3057,1467","BE1,TR1,EL",114
65542,1,0,"6992,4750,1085","UKR1,PO1,POCP",37
65635,0,0,4171,IT1,2
65681,1,0,28643,BE1,8
65682,0,0,3691,"RU1,RUP",12
65692,13,0,"2425,2553","PO1,POCP,SC1,SFA",77
65781,1,1,"3057,114,167,1096,3508,2715","BE1,ELQ,EL,TR1,L1,DFB",143
65921,5,0,"36,142,825,1095","CLQ,TR1,EL,ES1,FR1",48
65929,0,0,1038,"IT1,CIT",5
65966,13,0,"4128,932","RU1,RUP,RUSS,EL,CL",184
65976,14,1,"1032,984","GB1,FAC",100
65977,8,1,12438,"RU1,RUP",23
65986,0,0,2441,"GRP,GR1",4
65988,0,0,"3690,2741","RU1,RUP",4
65992,0,0,"273,1085","FR1,POCP",11
66005,1,0,60,"DFB,L1,ELQ",64
66008,20,0,"713,2703,2425,2784,3325","CLQ,CL,RU1,PO1,ELQ,EL,POCP",154
66020,5,0,"2696,121,14589","RU1,RUP",73
66022,11,1,"1158,1387,1210","FR1,IT1",48
66052,1,0,"273,995,24245","FR1,TR1",44
66058,47,1,"338,60,15,82,589","CLQ,UKRP,CL,UKR1,EL,DFB,L1,ELQ,TR1",281
66099,0,1,"131,940,12321","CDR,CL,ES1,EL",75
66100,10,0,"631,1049,79,180,12321,131","GB1,CL,ES1,EL,CDR,DFB,L1,ELQ,FAC",396
66106,56,1,"1049,681,150","CDR,ES1,CL,EL,ELQ,SUC",410
66109,0,0,"458,4102","IT1,CIT",31
66110,0,0,681,"ES1,CL,CDR",18
66112,6,0,"1627,1533,1084,366","CIT,IT1,ES1,CDR",129
66114,0,0,5219,"GR1,GRP",4
66117,2,0,"6676,3999","ELQ,GR1,GRP",74
66133,1,0,2696,"RU1,RUP",21
66219,2,3,"148,2288","GB1,EL,FAC,ELQ",174
66280,13,1,"252,825,130,20","IT1,TR1",116
66319,0,0,1147,FR1,1
66333,6,1,"289,3008,405","GB1,FAC,ELQ",155
66360,2,0,1390,"IT1,CIT",14
66386,0,0,1147,FR1,29
66398,0,0,995,FR1,23
66405,1,0,"3216,868",TR1,32
66407,27,0,"750,157,1162,855","FR1,BE1",120
66413,9,2,"415,618,2288,16795,855","FR1,ELQ,EL,FAC,ES1,CDR",147
66415,1,0,40,"FR1,EL,ELQ",68
66472,0,0,"6994,16245","UKR1,UKRP",12
66515,78,0,"660,114,3385","UKRS,UKR1,CL,UKRP,EL,CLQ,TR1,GR1",180
66521,25,0,"2410,5,499","RU1,ELQ,RUP,RUSS,CL,IT1,CIT,NL1",149
66550,4,0,2288,"GB1,ELQ,EL,FAC",146
66587,4,0,"2441,979","GR1,GRP,CLQ,EL,PO1",46
66596,0,0,2323,TR1,1
66608,1,0,306,"ELQ,NL1,NLP",13
66613,1,1,"4603,441","GRP,GR1",33
66616,1,0,204,BE1,9
66638,6,1,"2778,498","DK1,DKP,CL,CLQ,ELQ,BE1",149
66660,15,0,58,"BE1,BESC,CL,EL",64
66707,0,0,3216,TR1,1
66736,2,1,"610,1108,4083,58,1531","NLP,NL1,CL,NLSC,ES1,CDR,IT1,BE1",90
66783,13,0,"3911,42,4795,642,202,385","FR1,L1,DFB,NL1,NLP",90
66784,8,1,"1180,121,354","ELQ,EL,RUP,RU1,BE1",47
66788,0,0,"417,10484","FR1,TR1",6
66791,1,0,"1159,820","FR1,TR1",42
66923,0,0,"350,703","GB1,FAC",15
66926,2,0,"2990,347","PO1,FR1",11
66934,19,3,"58,379,873,703","BE1,CLQ,CL,BESC,GB1,FAC,ELQ,CGB",380
66942,4,0,"2553,903","SC1,SFA",56
66953,3,0,"2381,1506,19789,2375,3209","TR1,ELQ",108
66959,7,0,"991,370,192","FAC,SC1,NL1,NLP",20
66960,1,0,"130,5220","IT1,GR1",8
66980,2,0,"903,1241","SC1,SFA,ELQ",107
66994,0,0,603,GB1,5
67063,93,0,"985,11,1010,1237","GB1,CL,FAC,GBCS,EL,CGB",409
67064,6,0,"2696,28095,3729,2700,4128","RU1,RUP",59
67066,0,2,"2079,2672","GR1,GRP",67
67067,0,0,"605,21957,5220","GR1,GRP",59
67069,1,0,7185,"GR1,GRP",19
67071,8,1,"2671,4603","GR1,GRP,ELQ",258
67072,0,0,7185,GR1,2
67074,0,1,"2671,441","GR1,GRP",83
67078,17,0,"2671,7185","GR1,GRP",87
67080,9,3,1108,"ES1,CDR",186
67082,36,1,"368,472,13,3709","ELQ,ES1,EL,USC,CDR,CL,SUC",296
67084,3,0,"417,1041,1627","FR1,EL,IT1,CIT",35
67089,10,2,"368,603,16795,3709,2687","ES1,CDR,ELQ,EL,FAC,GB1",140
67090,4,0,"150,1533,2441,714","EL,ES1,CDR,GR1,GRP,ELQ",197
67202,1,0,873,"GB1,FAC",5
67211,0,0,1237,"FAC,GB1",5
67220,48,0,"1090,467,1435,132,403,1268","NL1,ELQ,NLP",228
67221,8,0,"2451,987,972","SFA,SC1,FAC",37
67232,0,0,"1078,903","FAC,SFA",9
67235,5,1,"6676,5219","ELQ,GR1,EL,GRP",73
67245,0,1,"133,202","NL1,NLP",68
67252,4,0,"1123,543,1003","GB1,FAC,ELQ,EL",118
67274,3,1,"1220,2553","FAC,SFA,SC1,ELQ",167
67283,0,0,"1003,1110","GB1,FAC,CL",23
67303,7,1,"1123,124","GB1,FAC,SC1,SFA",109
67322,6,0,1123,"GB1,FAC",46
67339,0,0,931,"GB1,FAC",27
67341,25,1,"3684,2451,370,2759,465","FAC,SC1,SFA,ELQ",165
67346,0,0,1123,"GB1,FAC",2
67355,6,2,"2288,29,512","GB1,ELQ,EL,FAC",224
